 Nx
          22
 Ny
          22
 Nz
          79
 Escat_x Data
-0.13534238E+01 -0.46619050E+00
-0.11229171E+01 -0.38027265E+00
-0.62202729E+00 -0.21225313E+00
-0.37585129E+00 -0.13135152E+00
-0.24051782E+00 -0.86419808E-01
-0.16036555E+00 -0.59041628E-01
-0.11023898E+00 -0.41326137E-01
-0.77530698E-01 -0.29384682E-01
-0.55452322E-01 -0.21097187E-01
-0.40139996E-01 -0.15221347E-01
-0.29289366E-01 -0.10989141E-01
-0.21469271E-01 -0.79055620E-02
-0.15758844E-01 -0.56407188E-02
-0.11547098E-01 -0.39686671E-02
-0.84178048E-02 -0.27311316E-02
-0.60809423E-02 -0.18151553E-02
-0.43305165E-02 -0.11388716E-02
-0.30178208E-02 -0.64218734E-03
-0.20340243E-02 -0.28052859E-03
-0.12985570E-02 -0.20550597E-04
-0.75119363E-03  0.16286164E-03
-0.34655506E-03  0.28872554E-03
-0.50221986E-04  0.37149870E-03
 0.16405215E-03  0.42220232E-03
 0.31636742E-03  0.44925099E-03
 0.42216754E-03  0.45907175E-03
 0.49334724E-03  0.45656952E-03
 0.53908227E-03  0.44547974E-03
 0.56645647E-03  0.42863711E-03
 0.58093840E-03  0.40818136E-03
 0.58674546E-03  0.38571549E-03
 0.58712285E-03  0.36242767E-03
 0.58455774E-03  0.33918535E-03
 0.58094322E-03  0.31660787E-03
 0.57770320E-03  0.29512221E-03
 0.57588624E-03  0.27500566E-03
 0.57623434E-03  0.25641792E-03
 0.57923085E-03  0.23942489E-03
 0.00000000E+00  0.00000000E+00
 0.00000000E+00  0.00000000E+00
 0.66489836E-03 -0.16101877E-02
 0.51452821E-03 -0.17720192E-02
 0.16090866E-03 -0.21295507E-02
-0.42148326E-03 -0.27140218E-02
-0.12758429E-02 -0.35731610E-02
-0.24668288E-02 -0.47755428E-02
-0.40864654E-02 -0.64171787E-02
-0.62630029E-02 -0.86313412E-02
-0.91741031E-02 -0.11603239E-01
-0.13066569E-01 -0.15592178E-01
-0.18286278E-01 -0.20965600E-01
-0.25324480E-01 -0.28252390E-01
-0.34891173E-01 -0.38228322E-01
-0.48034862E-01 -0.52056545E-01
-0.66345510E-01 -0.71525684E-01
-0.92316694E-01 -0.99469893E-01
-0.13004370E+00 -0.14055729E+00
-0.18673619E+00 -0.20293182E+00
-0.27656558E+00 -0.30223452E+00
-0.43235216E+00 -0.47362962E+00
-0.74686387E+00 -0.81469944E+00
-0.89297121E+00 -0.96530704E+00
-0.10009184E+01 -0.10562178E+01
-0.10958280E+01 -0.11150613E+01
-0.11833251E+01 -0.11506147E+01
-0.12643147E+01 -0.11671674E+01
-0.13384445E+01 -0.11675956E+01
-0.14049807E+01 -0.11541205E+01
-0.14630612E+01 -0.11285815E+01
-0.15117805E+01 -0.10925855E+01
-0.15502205E+01 -0.10476057E+01
-0.15774530E+01 -0.99504994E+00
-0.15925232E+01 -0.93630804E+00
-0.15944119E+01 -0.87278595E+00
-0.15819711E+01 -0.80592830E+00
-0.15538218E+01 -0.73722765E+00
-0.15081833E+01 -0.66820066E+00
-0.14425261E+01 -0.60025527E+00
-0.13525406E+01 -0.53416038E+00
-0.12279937E+01 -0.46797772E+00
-0.10338947E+01 -0.38871108E+00
-0.60040251E+00 -0.22435932E+00
-0.38342418E+00 -0.14390792E+00
-0.25788403E+00 -0.97722265E-01
-0.17893744E+00 -0.68482758E-01
-0.12679725E+00 -0.48883818E-01
-0.91224033E-01 -0.35279788E-01
-0.66362404E-01 -0.25616224E-01
-0.48654393E-01 -0.18639347E-01
-0.35848018E-01 -0.13542760E-01
-0.26472701E-01 -0.97883323E-02
-0.19542765E-01 -0.70068380E-02
-0.14382417E-01 -0.49392908E-02
-0.10519039E-01 -0.34007191E-02
-0.76163082E-02 -0.22570187E-02
-0.54312493E-02 -0.14097401E-02
-0.37860163E-02 -0.78585308E-03
-0.25489683E-02 -0.33071470E-03
-0.16217301E-02 -0.31514645E-05
-0.93019067E-03  0.22803613E-03
-0.41814006E-03  0.38659301E-03
-0.42707113E-04  0.49064842E-03
 0.22895428E-03  0.55407289E-03
 0.42209986E-03  0.58748941E-03
 0.55620203E-03  0.59903307E-03
 0.64630325E-03  0.59492632E-03
 0.70403755E-03  0.57991695E-03
 0.73840677E-03  0.55761363E-03
 0.75637379E-03  0.53074393E-03
 0.76331750E-03  0.50135327E-03
 0.76338307E-03  0.47095899E-03
 0.75975147E-03  0.44066939E-03
 0.75484661E-03  0.41127583E-03
 0.75049347E-03  0.38332368E-03
 0.74803712E-03  0.35716663E-03
 0.74843015E-03  0.33300775E-03
 0.75229355E-03  0.31092965E-03
 0.00000000E+00  0.00000000E+00
 0.00000000E+00  0.00000000E+00
 0.86441467E-03 -0.18847402E-02
 0.68879969E-03 -0.20711419E-02
 0.27607753E-03 -0.24852623E-02
-0.40256964E-03 -0.31623349E-02
-0.13957871E-02 -0.41558184E-02
-0.27759991E-02 -0.55418896E-02
-0.46454836E-02 -0.74261173E-02
-0.71453293E-02 -0.99531847E-02
-0.10468466E-01 -0.13321017E-01
-0.14878629E-01 -0.17801420E-01
-0.20738186E-01 -0.23770544E-01
-0.28549589E-01 -0.31754456E-01
-0.39018338E-01 -0.42498477E-01
-0.53151480E-01 -0.57075028E-01
-0.72418539E-01 -0.77057145E-01
-0.99033682E-01 -0.10481453E+00
-0.13650873E+00 -0.14407407E+00
-0.19091976E+00 -0.20116922E+00
-0.27436554E+00 -0.28843149E+00
-0.41599721E+00 -0.43514261E+00
-0.70143334E+00 -0.72731927E+00
-0.83126704E+00 -0.85524447E+00
-0.92336977E+00 -0.93115807E+00
-0.10031799E+01 -0.98106272E+00
-0.10766903E+01 -0.10124682E+01
-0.11449027E+01 -0.10284701E+01
-0.12074627E+01 -0.10310204E+01
-0.12636321E+01 -0.10217017E+01
-0.13125678E+01 -0.10019287E+01
-0.13534080E+01 -0.97302223E+00
-0.13852992E+01 -0.93625068E+00
-0.14073997E+01 -0.89286131E+00
-0.14188710E+01 -0.84410393E+00
-0.14188598E+01 -0.79124779E+00
-0.14064669E+01 -0.73558962E+00
-0.13806991E+01 -0.67844465E+00
-0.13403689E+01 -0.62109367E+00
-0.12838024E+01 -0.56459887E+00
-0.12077583E+01 -0.50918906E+00
-0.11030377E+01 -0.45210539E+00
-0.93603422E+00 -0.37943854E+00
-0.55868340E+00 -0.22371630E+00
-0.36985443E+00 -0.14714154E+00
-0.25785120E+00 -0.10236538E+00
-0.18464767E+00 -0.73265415E-01
-0.13429612E+00 -0.53218336E-01
-0.98657296E-01 -0.38951556E-01
-0.72965315E-01 -0.28599064E-01
-0.54196505E-01 -0.20992069E-01
-0.40343270E-01 -0.15354932E-01
-0.30034233E-01 -0.11153789E-01
-0.22313221E-01 -0.80119524E-02
-0.16502400E-01 -0.56587264E-02
-0.12114339E-01 -0.38967704E-02
-0.87940851E-02 -0.25805292E-02
-0.62802578E-02 -0.16015990E-02
-0.43784844E-02 -0.87859088E-03
-0.29429778E-02 -0.34999010E-03
-0.18635795E-02  0.30950577E-04
-0.10565243E-02  0.29990945E-03
-0.45777684E-03  0.48420608E-03
-0.18168304E-04  0.60480727E-03
 0.30018960E-03  0.67782573E-03
 0.52657376E-03  0.71564829E-03
 0.68365321E-03  0.72779150E-03
 0.78900445E-03  0.72155449E-03
 0.85626496E-03  0.70251965E-03
 0.89601622E-03  0.67493831E-03
 0.91646276E-03  0.64202893E-03
 0.92395613E-03  0.60620822E-03
 0.92340013E-03  0.56927063E-03
 0.91856397E-03  0.53252759E-03
 0.91232386E-03  0.49691564E-03
 0.90684800E-03  0.46307987E-03
 0.90373611E-03  0.43143792E-03
 0.90412226E-03  0.40222845E-03
 0.90874653E-03  0.37554696E-03
 0.00000000E+00  0.00000000E+00
 0.00000000E+00  0.00000000E+00
